Published Date,Title,Content,URL,News Channel,News Channel URL,Bias,Tags
Mar 26 2024,Supreme Court to hear abortion pill case today as justices weigh access to widely used drug,"Twenty months after the Supreme Court ruled to return abortion policy to the states, the issue will be before the justices again on Tuesday, when they weigh a case that threatens to curtail access to a commonly used drug taken in a medication abortion.
The dispute involves a series of actions that the Food and Drug Administration took beginning in 2016 that made the pill, mifepristone,",https://www.allsides.com/news/2024-03-26-0343/abortion-supreme-court-hear-abortion-pill-case-today-justices-weigh-access,CBS News (Online),https://www.cbsnews.com/news/supreme-court-abortion-pill-arguments-mifepristone/,left,"['Abortion', 'Politics', 'Roe V Wade', 'Supreme Court', 'Pharmaceuticals', ""Women's Issues""]"
Mar 26 2024,How the SCOTUS abortion pill case could impact Virginia,"On Tuesday, the Supreme Court will consider whether to make a medication used in 63% of U.S. abortions harder to obtain. Why it matters: The case could threaten access to the abortion pill nationwide, including in the 20 states like Virginia where it's legal without limitations. How it works: The Supreme Court is looking at whether to reimpose restrictions for the use of mifepristone, which is",https://www.allsides.com/news/2024-03-26-0345/abortion-how-scotus-abortion-pill-case-could-impact-virginia,Axios,https://axios.com/local/richmond/2024/03/26/virginia-supreme-court-abortion-pill-mifepristone,left,['Abortion']
Mar 26 2024,"Abortion Is Back in Front of the Supreme Court, and a Baltimore Bridge Collapses","The New York Times Audio app is home to journalism and storytelling, and provides news, depth and serendipity. If you haven’t already, download it here — available to Times news subscribers on iOS — and sign up for our weekly newsletter.
The Headlines brings you the biggest stories of the day from the Times journalists who are covering them, all in about five minutes.",https://www.allsides.com/news/2024-03-26-0330/supreme-court-abortion-back-front-supreme-court-and-baltimore-bridge-collapses,New York Times (News),https://nytimes.com/2024/03/26/podcasts/abortion-pill-trump.html,left,"['Abortion', 'Supreme Court']"
Mar 26 2024,"Alabama special election to test political potency of abortion, IVF",A special election in an unusual purple Alabama state House district is testing the political potency of reproductive rights in a red state after a major ruling there last month led to a temporary pause on in vitro fertilization (IVF) treatment. Republican Teddy Powell is running against Democrat Marilyn Lands in a special election for Huntsville-area state House District 10. Powell has leaned,https://www.allsides.com/news/2024-03-26-0330/abortion-alabama-special-election-test-political-potency-abortion-ivf,Fox 4 Kansas City,https://fox4kc.com/politics/hill-politics/alabama-special-election-to-test-political-potency-of-abortion-ivf,center,['Abortion']
Mar 26 2024,"Abortion access, marijuana ballot measures face make-or-break court rulings in Florida","TALLAHASSEE – Two separate ballot measures that would safeguard abortion access in Florida and legalize recreational marijuana are approaching a make-or-break deadline with the state’s Supreme Court. Justices have until April 1 to decide if the ballot summaries for these proposed constitutional amendments comply with state law, effectively meaning they are not misleading to voters. If justices",https://www.allsides.com/news/2024-03-26-0230/abortion-abortion-access-marijuana-ballot-measures-face-make-or-break-court,Florida Times-Union,https://jacksonville.com/story/news/politics/2024/03/26/court-weighs-abortion-access-marijuana-ballot-measures-face-make-or-break-court-rulings-florida/73098387007,center,['Abortion']
Mar 25 2024,"Bhalla, Menendez File To Face Off In 8th Dist. Democratic Primary For Congress","Bhalla will compete against incumbent Rob Menendez Jr. in the June 4 primary. The winner of that contest will face off in November against Republicans and potential independents. The 8th District includes Hoboken, some of Jersey City, most Hudson County towns, Elizabeth, and the East and North Wards of Newark. Bhalla said Monday, ""Voters were excited to hear that they will have a real choice",https://www.allsides.com/news/2024-03-25-1630/politics-bhalla-menendez-file-face-8th-dist-democratic-primary-congress,Patch.com,https://patch.com/new-jersey/hoboken/bhalla-menendez-file-face-democratic-primary-congress,center,"['Congress', 'DNC', 'Politics']"
Mar 25 2024,New York pro-lifers march with ‘joy on steroids’,"The New York Police Department arrested at least eight pro-abortion protestors during the event, one social media user who was at the event told CNA. Catherine Donohoe, president of the Pregnancy Service Network and one of the speakers at the rally, told CNA that she estimated there were about 120 pro-abortion protestors. She said the walk was a good way to begin Holy Week and to join in",https://www.allsides.com/news/2024-03-26-0015/general-news-new-york-pro-lifers-march-joy-steroids,Catholic News Agency,https://catholicnewsagency.com/news/257193/photos-pro-lifers-march-on-despite-heavy-rain-and-taunting-at-new-york-citys-gift-of-life-walk,right,['-General News']
Mar 25 2024,Bill that would have placed the question of abortion access before Louisiana voters fails,"BATON ROUGE, La. — A bill that ultimately would have let voters decide whether abortions should be legal in Louisiana, a state with a near-total ban, failed after a Republican-controlled committee rejected it Monday. The legislation proposed an amendment to Louisiana’s constitution that would enshrine reproductive rights for women, including allowing contraceptives such as birth control,",https://www.allsides.com/news/2024-03-25-1545/abortion-bill-would-have-placed-question-abortion-access-louisiana-voters-fails,Washington Post,https://washingtonpost.com/politics/2024/03/25/louisiana-abortion-ban-bill/f2ee10e8-eaf4-11ee-8f2c-380a821c02db_story.html,left,['Abortion']
Mar 25 2024,ND GOP to vote on abortion resolution,"BISMARCK, N. D.- (KFGO/PRARIE PUBLIC) – The state committee of the North Dakota Republican Party has approved a new anti-abortion resolution that will be voted on at the state GOP convention next month in Fargo. Sources have said the resolution would call for the outlawing of all abortions, and would provide for criminal charges against a woman who has an abortion, as well as “co-conspirators",https://www.allsides.com/news/2024-03-25-1445/abortion-nd-gop-vote-abortion-resolution,KFGO,https://kfgo.com/2024/03/25/nd-gop-to-vote-on-abortion-resolution,left,"['Abortion', 'GOP']"
Mar 25 2024,Vt. Attorney General Charity Clark running for reelection,"MONTPELIER, Vt. (WCAX) - Vermont Attorney General Charity Clark says she is running for reelection. Clark held a press conference in Winooski on Monday saying she is here to stay. The Democrat says she wants to continue fighting for issues like consumer protection, climate change, abortion rights and gender equality. While her campaign ramps up, she says she hopes to be an example for other",https://www.allsides.com/news/2024-03-25-2315/politics-vt-attorney-general-charity-clark-running-reelection,WCAX 3,https://wcax.com/2024/03/25/vt-attorney-general-charity-clark-running-reelection,center,['Politics']
Mar 25 2024,When Voters Don’t Want Anyone to Be President,"From the Center


There was a time in American politics in which voters chose their candidates based on whom they held in the highest regard, weighing their options and making their selection based on which of their alternatives they held in higher regard and would perform more effectively in office. That era no longer exists.
We now live in an era of negative partisanship, in which",https://www.allsides.com/blog/when-voters-don-t-want-anyone-be-president,Dan Schnur,,center,"['2024 Presidential Election', 'Donald Trump', 'Joe Biden', 'Politics', 'Robert F Kennedy Jr', 'Moderates']"
Mar 25 2024,Peggy Flanagan's Abortion-Based March Madness Bracket Raises Eyebrows,"ST. PAUL, MN — Every college basketball fan has their own strategy when it comes to picking a winner for their annual March Madness brackets. But Minnesota Lt. Governor Peggy Flanagan raised eyebrows when she announced that her brackets for the men’s and women’s basketball tournaments were based on the most pro-abortion rights states. “I filled out my brackets based on whether those schools",https://www.allsides.com/news/2024-03-25-0745/abortion-peggy-flanagans-abortion-based-march-madness-bracket-raises-eyebrows,Patch.com,https://patch.com/minnesota/saintpaul/peggy-flanagans-abortion-based-march-madness-bracket-raises-eyebrows,center,"['Abortion', 'Basketball']"
Mar 25 2024,How is abortion shaping 2024? Look at Arizona.,"Democrats are counting on abortion rights to carry them to victory this fall in races across the country. But nowhere more so than in Arizona.
Abortion-rights activists are gathering hundreds of thousands of signatures to put a measure on the ballot enshrining protections in the state’s constitution. Doing so, Democrats believe, will juice turnout on the left, giving them a chance to",https://www.allsides.com/news/2024-03-25-0626/abortion-how-abortion-shaping-2024-look-arizona,Politico,https://www.politico.com/news/2024/03/25/abortion-2024-elections-arizona-00148683,left,"['Abortion', '2024 Elections', 'Arizona']"
Mar 25 2024,"Welcome to Bristol, where America’s abortion debate is right on your doorstep","BRISTOL, Tenn.-Va. – A sign overlooking the downtown traffic on State Street marks where Virginia meets Tennessee. Lauded as the birthplace of country music and home to NASCAR's Bristol Motor Speedway, the two states in this Appalachian community share a library, chamber of commerce and post office. But the fall of Roe v. Wade in 2022 tore Bristol in two. Virginia allows the procedure.",https://www.allsides.com/news/2024-03-25-0245/abortion-welcome-bristol-where-america-s-abortion-debate-right-your-doorstep,"""USA Today"" Contributor",https://usatoday.com/story/news/health/2024/03/25/abortion-access-debate-bristol-virginia-tennessee/72582998007,left,['Abortion']
Mar 25 2024,"Despite six-week abortion ban in SC, local nonprofits work to help patients anyway","Between a real estate attorney’s office and a county magistrate building sits one of South Carolina’s three abortion clinics. Pink and white signs beckon patients, discreetly placed so as not to invite unwanted attention. Since the overturning of Roe v. Wade in 2022, women and advocates in the state of South Carolina have struggled to safeguard access to reproductive health care, including",https://www.allsides.com/news/2024-03-25-0245/abortion-despite-six-week-abortion-ban-sc-local-nonprofits-work-help-patients,The State,https://thestate.com/news/politics-government/article286825135.html,center,"['South Carolina', 'Abortion']"
Mar 24 2024,Future of medication abortion in the spotlight again ahead of SCOTUS case,"Future of medication abortion in the spotlight again ahead of SCOTUS case This week, the Supreme Court will take up a case that could have major impacts on women's reproductive healthcare. This week, the Supreme Court will take up a case that could have major impacts on women's reproductive healthcare. This week, the Supreme Court will take up a case that could have major impacts on women's",https://www.allsides.com/news/2024-03-24-2145/abortion-future-medication-abortion-spotlight-again-ahead-scotus-case,ABC 11 WTVD,https://abc11.com/womens-reproductive-health-abortions-us-supreme-court-mifepristone/14566674,center,['Abortion']
Mar 24 2024,"CT Democrats Look to Enshrine Protections for Gender Identity, Abortion","Connecticut Democrats are looking to enshrine discrimination protections for abortion and gender identity into the state Constitution. The measure, Senate Joint Resolution No. 4, would add state’s equal protection clause and bar discrimination “based on pregnancy, including preventing, initiating, continuing, or terminating a pregnancy; sexual orientation; gender identity and expression; and",https://www.allsides.com/news/2024-03-24-1730/abortion-ct-democrats-look-enshrine-protections-gender-identity-abortion,Breitbart News,https://breitbart.com/politics/2024/03/24/connecticut-amendment-would-enshrine-protections-for-gender-identity-abortion,right,['Abortion']
Mar 24 2024,'Some serious stigma': Arizona lawmaker explains why she revealed abortion during Senate speech,"Democratic Sen. Eva Burch got call from VP Harris after speech went viral. Burch says she wants a 'more honest conversation.' Example video title will go here for this video Next up in 5 Example video title will go here for this video Next up in 5 Burch, who is 43, had the procedure done Wednesday, eight weeks into her pregnancy. She was back at work later in the day. ""If I was made to feel",https://www.allsides.com/news/2024-03-24-1430/abortion-some-serious-stigma-arizona-lawmaker-explains-why-she-revealed,12News,https://12news.com/article/news/politics/sunday-square-off/arizona-lawmaker-explains-why-she-revealed-abortion-during-senate-speech/75-6127b125-e62c-4b54-8a1e-f0426427a220,center,['Abortion']
Mar 24 2024,'Confused and frightened': Texas Medical Board guidance on abortion ban exceptions unveiled,"The Texas Medical Board hewed closely to state law in its draft guidelines released Friday outlining medical exceptions to the state's near-total abortion ban, leaving many residents discouraged over what they called a continued lack of clarity about which health conditions must be present to legally terminate a pregnancy. ""Putting all the definitions in one place, that’s helpful. But it doesn",https://www.allsides.com/news/2024-03-24-0930/abortion-confused-and-frightened-texas-medical-board-guidance-abortion-ban,Austin American-Statesman,https://statesman.com/story/news/politics/state/2024/03/24/texas-abortion-ban-medical-board-proposes-guidelines-for-pregnant-women/72993646007,center,['Abortion']
Mar 24 2024,The demographics of abortion in Minnesota,"(Center of the American Experiment) — Kamala Harris made big news this month for visiting a St. Paul abortion clinic. The Associated Press (AP) reports: Not to be outdone, the state’s lieutenant governor, Peggy Flanagan, chose her NCAA Div. 1 basketball brackets based on which teams’ home states have the more permissive abortion laws. (Hint: she bets big on the three “Cs”: California, Colorado",https://www.allsides.com/news/2024-03-24-0545/abortion-demographics-abortion-minnesota,Alpha News,https://alphanews.org/the-demographics-of-abortion-in-minnesota,right,['Abortion']
Mar 24 2024,"California police agencies are still sharing data with antiabortion states, against AG’s guidance","Rejecting the advice of Attorney General Rob Bonta, some law enforcement agencies in California, including several in the Bay Area, are continuing to share automated license plate reader data with police departments in other states, which could use the information to track seekers and providers of abortions. One local agency said it would stop sharing the data after being contacted by the",https://www.allsides.com/news/2024-03-24-0430/politics-california-police-agencies-are-still-sharing-data-antiabortion-states,San Francisco Chronicle,https://sfchronicle.com/politics/article/police-data-sharing-19257348.php,left,['Politics']
Mar 23 2024,Sarah on the offense,"Gov. Sarah Sanders has opted to engage her real opponent, which is the people's constitutional authority to make their own laws.
You take your eyes off the unpredictable voters of Arkansas and you're apt to find abortion rights restored in Arkansas, medical marijuana availability on the rise, and private and parochial...",https://www.allsides.com/news/2024-03-24-0030/politics-sarah-offense,Arkansas Democrat-Gazette,https://arkansasonline.com/news/2024/mar/24/sarah-on-the-offense,left,"['Politics', 'DNC']"
Mar 23 2024,"Mark Gordon Rejects Abortion Bill, Approves Sex Change Treatment Ban For Minors","Republican Wyoming Gov. Mark Gordon rejected a bill that would impose new restrictions on abortion services in the state Friday, NBC News reported. Gordon rejected a bill that would have added new rules for abortion services, according to NBC News. The bill would mandate clinics providing surgical abortions to get a special license, which could make them more expensive to run. It also said",https://www.allsides.com/news/2024-03-23-0745/abortion-mark-gordon-rejects-abortion-bill-approves-sex-change-treatment-ban,The Daily Caller,https://dailycaller.com/2024/03/23/wyoming-mark-gordon-rejects-abortion-bill-approves-sex-change-treatment-ban-minors,right,['Abortion']
Mar 23 2024,"Kansas City Chiefs kicker Harrison Butker on faith, fatherhood and abortion","Super Bowl champion kicker Harrison Butker of the Kansas City Chiefs wasn't afraid to let his views be known in a recent sit-down with EWTN News for a wide-ranging interview last week. In addition to discussing his team's victory over the San Francisco 49ers in last month's Super Bowl, Butker, a member of the Catholic fraternal order Knights of Columbus, outlined the vital role faith and",https://www.allsides.com/news/2024-03-23-0530/abortion-kansas-city-chiefs-kicker-harrison-butker-faith-fatherhood-and,The Christian Post,https://christianpost.com/news/5-highlights-from-harrison-butkers-ewtn-interview.html,right,"['Football', 'Kansas City Chiefs', 'NFL', 'Abortion']"
Mar 23 2024,"In a critical time for abortion rights, Planned Parenthood’s leader aims for a third way, focusing on health equity","DES MOINES — Ruth Richardson waited near the Iowa capitol's grand staircase, just outside the limelight. At the podium nearby, abortion-rights supporters railed against the state's conservative swing on abortion following the overturning of Roe v. Wade, calling Republican bills ""nonsense,"" ""pseudoscientific"" and ""speaking for the extreme."" Richardson glanced at her speech and its somewhat",https://www.allsides.com/news/2024-03-23-0545/abortion-critical-time-abortion-rights-planned-parenthood-s-leader-aims-third,Star Tribune,https://startribune.com/the-old-dividing-line-in-reproductive-care-pro-life-vs-pro-choice-is-antiquated-in-a-critical-time-ruth-richardson-aims-toward-a-third-way-focusing-her-organization-on-health-equity/600353522,left,"['Abortion', 'Planned Parenthood']"
Mar 23 2024,Prenatal Lives Count … At Least Sometimes,"William Kelly was charged with killing Christine Falzone by blunt force trauma in New Hampshire last December. At the time of her death, Falzone was 35-37 weeks pregnant, i.e., less than a month away from giving birth. Is William Kelly guilty of one crime? Or two? New Hampshire – while not exactly the most prolife state (there’s an effort afoot to write abortion-on-demand into the state",https://www.allsides.com/news/2024-03-23-0545/general-news-prenatal-lives-count-least-sometimes,American Thinker,https://americanthinker.com/articles/2024/03/prenatal_lives_count_at_least_sometimes.html,right,['-General News']
Mar 23 2024,Missouri lawmakers break new ground to stop constitutional amendments — and abortion,"While state lawmakers across the country stumbled when trying to make it harder for voters to amend state constitutions, Missouri lawmakers took notes. In rhythm with a national trend, Republicans want to make it harder for voters to change the Missouri Constitution. As in other states, the efforts to block voter-led initiative petitions spring from increasingly tense fights over abortion. And",https://www.allsides.com/news/2024-03-23-0445/abortion-missouri-lawmakers-break-new-ground-stop-constitutional-amendments-and,The Kansas City Beacon,https://kcbeacon.org/stories/2024/03/23/missouri-initiative-petition-changes-abortion-2024,center,['Abortion']
Mar 22 2024,Advocates urge passage of abortion drug trafficking bill to combat 'black market',NaN,NaN,FOX 25 KOKH,NaN,center,"['Abortion', 'Human Trafficking', 'Crime']"
Mar 22 2024,Report shows substantial rise in out-of-state patients at Kansas clinics since Roe v. Wade reversal,"WICHITA, Kan. (KWCH) - Following the U.S. Supreme Court ruling to overturn Roe v. Wade in 2022, many states across the U.S. have bans and restrictions in place to try to prevent people from getting abortions. But a new report from a reproductive health advocacy group says that abortion numbers continue to rise. On Friday, 12 News spoke with a Wichita clinic about the impact in Kansas and why",https://www.allsides.com/news/2024-03-23-0115/abortion-report-shows-substantial-rise-out-state-patients-kansas-clinics-roe-v,KWCH,https://kwch.com/2024/03/23/report-shows-substantial-rise-out-of-state-patients-kansas-clinics-since-roe-v-wade-reversal,center,['Abortion']
Mar 22 2024,'They want to trans children so badly': Maine's 'transgender trafficking bill' likely to pass and trigger interstate battle,"Democratic state Rep. Anne Perry's LD 227, dubbed the ""Transgender Trafficker Protection Act"" by critics, is a radical piece of legislation that would codify the right to sex-change mutilations and abortion in Maine, shield sex-change surgeons from consequence, and bar authorities from notifying parents of the locations of their kidnapped children if those kids are said to be seeking ""gender-",https://www.allsides.com/news/2024-03-22-1045/general-news-they-want-trans-children-so-badly-maines-transgender-trafficking,The Blaze,https://theblaze.com/news/maines-transgender-trafficking-bill-likely-to-pass-and-trigger-interstate-battle,right,"['-General News', 'Human Trafficking']"
Mar 22 2024,Pregnancy Can Intensify Domestic Violence. Abortion Bans Are Making Things Worse.,"When Julianne McShane wanted to report on how some of the most vulnerable women in the United States were dealing with the Supreme Court’s decision to overturn Roe v. Wade, she knew exactly where she needed to go: Tulsa, Oklahoma. Oklahoma is where two realities collide. It is one of 16 states that have banned abortion almost entirely. “And it has some of the highest rates of intimate partner",https://www.allsides.com/news/2024-03-22-0745/abortion-pregnancy-can-intensify-domestic-violence-abortion-bans-are-making,Slate,https://slate.com/news-and-politics/2024/03/abortion-bans-domestic-violence-pregnancy-homicide-dobbs-roe-v-wade.html,left,"['Abortion', 'Violence']"
Mar 22 2024,Endangered Republican Don Bacon Quietly Deletes Anti-Abortion Endorsements From Website,"One of the GOP’s most vulnerable incumbent lawmakers, Don Bacon, is feeling the heat on abortion. In recent days, the Republican congressman from Nebraska quietly deleted the section on his campaign website touting a promise that he “will always fight to defend the right to life.” The section that disappeared from the site also enumerated Bacon’s perfect ratings from the anti-abortion",https://www.allsides.com/news/2024-03-22-0745/abortion-endangered-republican-don-bacon-quietly-deletes-anti-abortion,RollingStone.com,https://rollingstone.com/politics/politics-features/don-bacon-deletes-anti-abortion-endorsements-1234991819,left,"['Abortion', 'GOP']"
Mar 22 2024,This abortion rights ad was rejected from Times Square,"Good morning, Broadsheet readers! Sen. Elizabeth Warren wants the SEC to investigate Tesla’s board, physicians are warning against hormonal birth control misinformation, and an abortion rights campaign struggled to place an ad in Times Square. Have a great weekend. – Top billing. Earlier this month, the coalition Don’t Ban Equality, which rallies businesses to support abortion rights, began",https://www.allsides.com/news/2024-03-22-0545/abortion-abortion-rights-ad-was-rejected-times-square,Fortune,https://fortune.com/2024/03/22/abortion-rights-ad-times-square-billboard-reject-yelp-match-group,center,['Abortion']
Mar 22 2024,Far-left DC-based Democratic Legislative Campaign Committee backs…,"The D.C.-based Democratic Legislative Campaign Committee (DLCC) is focusing on the upcoming special House District 10 race in Madison, and Marilyn Lands appears to be their number one candidate. The DLCC is a far-left organization that operates across all 50 states, advocating for candidates that further their pro-abortion, anti-gun, and pro-illegal immigration issues. Lands and HD10 are",https://www.allsides.com/news/2024-03-22-0445/politics-far-left-dc-based-democratic-legislative-campaign-committee-backs,1819 News,https://1819news.com/news/item/far-left-dc-based-democratic-legislative-campaign-committee-backs-marylin-lands-in-hd10-race,right,"['DNC', 'Politics']"
Mar 22 2024,Launch to space station safely aborted,"MOSCOW -- Russia aborted the launch of three astronauts to the International Space Station moments before they were scheduled to lift off Thursday, but the crew was safe, officials said. The Russian Soyuz rocket was to carry NASA astronaut Tracy Dyson, Oleg Novitsky of Roscosmos and Marina Vasilevskaya of Belarus from the Russian-leased Baikonur launch facility in Kazakhstan. The launch was",https://www.allsides.com/news/2024-03-22-0230/science-launch-space-station-safely-aborted,Arkansas Democrat-Gazette,https://arkansasonline.com/news/2024/mar/22/launch-to-space-station-safely-aborted,left,"['DNC', 'Space', 'Science']"
Mar 21 2024,Connecticut Pro-Lifers Rally and March for Life in One of Nation’s Most Pro-Abortion States,"HARTFORD, Conn. — The abortion industry has profited from the troubles of Black women, a Black female pro-life Connecticut state legislator said. “You’ve mocked impoverished communities all while putting clinics in them. You’ve told me that I can’t be Black and pro-life because Black women need abortion more than anyone,” said State Rep. Treneé McGee, D-West Haven, during the third-annual",https://www.allsides.com/news/2024-03-21-1745/abortion-connecticut-pro-lifers-rally-and-march-life-one-nation-s-most-pro,National Catholic Register,https://ncregister.com/news/connecticut-pro-lifers-rally-and-march-for-life-in-one-of-nation-s-most-pro-abortion-states,right,['Abortion']
Mar 21 2024,Bill to shield providers of abortions and gender-affirming care advances after partisan clash in committee,"AUGUSTA — Lawmakers voted along party lines Thursday to advance a proposal to shield medical providers who provide abortion and gender-affirming care from hostile litigation by other states. The proposal, sponsored by Rep. Anne Perry, D-Calais, will head to House of Representatives for a floor debate in the coming days after the Health Coverage, Insurance and Financial Affairs Committee",https://www.allsides.com/news/2024-03-21-1630/politics-bill-shield-providers-abortions-and-gender-affirming-care-advances,Portland Press Herald,https://pressherald.com/2024/03/21/bill-to-shield-providers-of-abortions-and-gender-affirming-care-advances-after-partisan-clash-in-committee,center,['Politics']
Mar 21 2024,Democratic Socialist Judge With Anti-Cop Sentiments Forces Nevadans To Pay for Medicaid Abortions - Nevada Globe,"When Clark County District Judge Erika Ballou was a card carrying Socialist, Black Lives Matter activist, and Clark County Public Defender, she caused controversy in the courtroom for wearing a Black Lives Matter pin on her blouse. When asked by the presiding judge to remove the pin, Ballou protested and issued this statement: “If you think that Black Lives Matter is anti-police, ask yourself",https://www.allsides.com/news/2024-03-21-2315/healthcare-democratic-socialist-judge-anti-cop-sentiments-forces-nevadans-pay,The Nevada Globe,https://thenevadaglobe.com/governor/democratic-socialist-judge-with-anti-cop-sentiments-forces-nevadans-to-pay-for-medicaid-abortions,right,"['DNC', 'Healthcare']"
Mar 21 2024,Can Texas Create Its Own Immigration Policy?,"Sign up for the AllSides Story of the Week Newsletter to receive this blog in your inbox every Thursday.
A new immigration bill signed into law in Texas is raising constitutional concerns and criticisms of federal immigration policies.
Texas' Senate Bill 4 would make unlawful entry into Texas a state crime, empowering state troopers and cops to arrest individuals suspected of",https://www.allsides.com/blog/can-texas-create-its-own-immigration-policy,AllSides Staff,,12_0,"['Story Of The Week', 'Immigration', 'Border Crisis', 'US-Mexico Border', 'Joe Biden', 'Greg Abbott']"
Mar 21 2024,Majority Of House Republicans Endorse Abortion Ban That Threatens IVF,"A large majority of House Republicans released a budget proposal on Wednesday endorsing legislation that would threaten to make in vitro fertilization illegal nationwide. The move is a stunning turnabout after most of the party spent weeks voicing support for IVF following a controversial Alabama Supreme Court ruling that led providers in the state to halt the procedure.
The Republican",https://www.allsides.com/news/2024-03-21-1240/abortion-majority-house-republicans-endorse-abortion-ban-threatens-ivf,HuffPost,https://www.huffpost.com/entry/majority-of-house-republicans-endorse-legislation-that-threatens-ivf_n_65fb1967e4b0947e420114cc,left,"['Abortion', 'Politics', 'Republican Party', 'IVF', 'House Republicans', 'US Congress', 'US House']"
Mar 21 2024,Montana Supreme Court OKs pro-abortion measure for voters in 2024,"The Montana Supreme Court this week gave the green light to a pro-abortion amendment to the state’s constitution that may appear before voters in November. In a 6-1 decision issued on Monday, the court held that state Attorney General Austin Knudsen had “erred” when his office determined that the proposed pro-abortion ballot measure was “legally insufficient” to be placed on the ballot in this",https://www.allsides.com/news/2024-03-21-0945/supreme-court-montana-supreme-court-oks-pro-abortion-measure-voters-2024,Catholic News Agency,https://catholicnewsagency.com/news/257156/montana-supreme-court-oks-pro-abortion-measure-for-voters-in-2024,right,"['Abortion', 'Supreme Court']"
Mar 21 2024,How abortion is reshaping some races to become powerful state judges,"""I can tell you that they are getting asked those questions,"" one Democrat said. Montana is not known as a swing state, but in the wake of the end of Roe v. Wade, experts and political observers say that contests there could reveal more about the playbook for liberal and conservative candidates for some of the country's most impactful yet overlooked positions: state court judgeships. Two seats",https://www.allsides.com/news/2024-03-21-0530/abortion-how-abortion-reshaping-some-races-become-powerful-state-judges,ABC News (Online),https://abcnews.go.com/Politics/abortion-reshaping-races-become-powerful-state-judges/story,left,"['Abortion', 'Elections', 'Federal State And Tribal Powers']"
Mar 21 2024,She Had a Heart-Wrenching Abortion. Now She’s a Candidate—in Alabama,"She Had a Heart-Wrenching Abortion. Now She’s a Candidate—in Alabama Marilyn Lands is running in a special election for an Alabama state House seat—and she's built her campaign around her own painful abortion story.
Clinic Escorts shield the identity of a woman from anti-abortion protesters entering the Reproductive Health Services building in Montgomery, Alabama, on May 20, 2019.",https://www.allsides.com/news/2024-03-21-0230/abortion-she-had-heart-wrenching-abortion-now-she-s-candidate-alabama,New Republic,https://newrepublic.com/article/180002/alabama-state-house-candidate-heart-wrenching-abortion,left,['Abortion']
Mar 20 2024,Report estimates increase in abortions in US since Dobbs decision,"SALT LAKE CITY — The number of abortions performed in the United States last year is estimated to have reached the highest level in more than a decade, despite state bans that took effect in multiple states after the Supreme Court overturned federal right to the procedure. A report published Tuesday by the Guttmacher Institute — an abortion rights advocacy group — estimates over 1 million",https://www.allsides.com/news/2024-03-20-1830/politics-report-estimates-increase-abortions-us-dobbs-decision,KSL,https://ksl.com/article/50956560/report-estimates-increase-in-abortions-in-us-since-dobbs-decision,center,['Politics']
Mar 20 2024,Anti-abortion advocates oppose CT constitutional amendment,"More than 1,500 anti-abortion activists marched on the Connecticut Capitol grounds Wednesday, calling on lawmakers to halt a proposal before the General Assembly that would enshrine reproductive rights in the state’s Constitution. The third annual March for Life drew religious leaders, Catholic school students and other advocates, including state lawmakers from both parties. This year’s",https://www.allsides.com/news/2024-03-21-0015/abortion-anti-abortion-advocates-oppose-ct-constitutional-amendment,CT Mirror,https://ctmirror.org/2024/03/20/ct-march-for-life-abortion-rally,center,['Abortion']
Mar 20 2024,"Citing Robinson’s nomination, Connecticut aims to poach NC companies","Some Connecticut lawmakers are hoping to lure businesses away from North Carolina by highlighting controversial rhetoric of a high-profile North Carolina politician. Democratic Senate leaders in the Nutmeg State wrote to officials in Connecticut’s Department of Economic and Community Development, urging them to “explore opportunities to attract businesses from the state of North Carolina to",https://www.allsides.com/news/2024-03-20-1545/general-news-citing-robinson-s-nomination-connecticut-aims-poach-nc-companies,WRAL,https://wral.com/story/citing-robinson-s-nomination-connecticut-aims-to-poach-nc-companies/21339252,center,['-General News']
Mar 20 2024,Sherrod Brown: New Republican Senate nominee ‘not fighting for Ohio’,"Sen. Sherrod Brown (D-Ohio) went after his opponent Bernie Moreno on Wednesday, a day after the Trump-backed Republican won the state’s contested primary. Brown said in an MSNBC “Morning Joe” interview that the difference between him and Moreno is clear. “My opponent has always looked out for himself. He’s even said he’s not going to work with people whom he disagrees with in Washington, which",https://www.allsides.com/news/2024-03-20-1130/politics-sherrod-brown-new-republican-senate-nominee-not-fighting-ohio,The Hill,https://thehill.com/homenews/campaign/4544984-sherrod-brown-opponent-moreno-ohio-senate,center,"['GOP', 'Politics']"
Mar 20 2024,Pregnancy care in Louisiana worsened after abortion ban,"A new report shows that pregnancy care has worsened in Louisiana, which banned abortion in 2022. The report finds that the ban has caused delays and denial of medical care and forced doctors to navigate between ethical duties to patients and their fear of penalties and prosecution.
Here & Now's Robin Young speaks with Payal Shah, one of the report's co-authors who is a human rights",https://www.allsides.com/news/2024-03-20-0945/abortion-pregnancy-care-louisiana-worsened-after-abortion-ban,WBUR,https://wbur.org/hereandnow/2024/03/20/pregnancy-care-louisiana,center,['Abortion']
